"CaseID","Opened","Closed","Updated","Status","Status Notes","Responsible Agency","Category","Request Type","Request Details","Address","Street","Supervisor District","Neighborhood","Analysis Neighborhood","Police District","Latitude","Longitude","Point","point_geom","Source","Media URL","BOS_2012","data_as_of","data_loaded_at"
"9669958","10/14/2018 10:54:00 AM","04/22/2019 12:00:00 AM","04/22/2019 12:00:00 AM","Closed","Case Resolved - Raised, uneven utility vault cover - X1104: 1143458","DPW - Bureau of Street Use and Mapping - G","General Request - PUBLIC WORKS","request_for_service","bsm - request_for_service","1287 POTRERO AVE, SAN FRANCISCO, CA, 94110","POTRERO AVE","10","Potrero Hill","Mission","MISSION","37,751884","-122,406095","    (37.751884, -122.406095)","POINT (-122.406095 37.751884)","Mobile/Open311","http://mobile311.sfgov.org/reports/9669958/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9674163","10/15/2018 11:22:00 AM","10/15/2018 11:55:47 AM","10/15/2018 11:55:47 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1 HICKORY ST, SAN FRANCISCO, CA, 94102","HICKORY ST","6","Civic Center","Hayes Valley","NORTHERN","37,775795","-122,419558","    (37.775795, -122.419558)","POINT (-122.419558 37.775795)","Mobile/Open311","http://mobile311.sfgov.org/reports/9674163/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13408644","01/24/2021 08:34:00 PM","01/25/2021 12:48:43 PM","01/25/2021 12:48:43 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","2404 CLEMENT ST, SAN FRANCISCO, CA, 94121","CLEMENT ST","1","Outer Richmond","Outer Richmond","RICHMOND","37,78205833","-122,48498667","    (37.78205833, -122.48498667)","POINT (-122.48498667 37.78205833)","Mobile/Open311","http://mobile311.sfgov.org/reports/13408644/photos","1","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13459518","02/06/2021 07:50:00 AM","02/06/2021 01:16:26 PM","02/06/2021 01:16:26 PM","Closed","Case Resolved - Officer responded to request under CAD # 210370601. Citation was issued.","Parking Enforcement Dispatch Queue","Parking Enforcement","Other_Illegal_Parking","Green - Jeep cherokee - 5mae431","221 SHIELDS ST, SAN FRANCISCO, CA, 94132","SHIELDS ST","11","Merced Heights","Oceanview/Merced/Ingleside","TARAVAL","37,71789988432","-122,4648655058","    (37.71789988, -122.46486551)","POINT (-122.464865506 37.717899884)","Mobile/Open311",,"11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13405229","01/23/2021 04:08:00 PM","01/29/2021 02:54:47 PM","01/29/2021 02:54:47 PM","Closed","Case is a Duplicate - Due to the implementation of Prop-E, resources are being focused into priority 1 and priority 2 tree pruning requests as identified in the recent tree census. A block pruning plan is in place for all of San Francisco and maintenance of your tree will take place under these scheduled routes. Your tree will be addressed at a later date under this scheduled maintenance plan. Thank you for your patie","DPW Ops Queue","Tree Maintenance","Trees - Overgrown_Tree","Pruning_request","815 FLORIDA ST, SAN FRANCISCO, CA, 94110","FLORIDA ST","9","Mission","Mission","MISSION","37,75880562145","-122,41058830183","    (37.75880562, -122.4105883)","POINT (-122.410588302 37.758805621)","Mobile/Open311",,"9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9643886","10/08/2018 03:23:52 PM","10/16/2018 03:46:00 PM","10/16/2018 03:46:00 PM","Closed","Case Resolved - sfpd responded to request and no person sitting there.","HSOC Queue","Encampments","Encampment Reports","Encampment Cleanup","4 MONTGOMERY ST, SAN FRANCISCO, CA, 94104","MONTGOMERY ST","3","Financial District","Financial District/South Beach","CENTRAL","37,789131","-122,401866","    (37.789131, -122.401866)","POINT (-122.401866 37.789131)","Mobile/Open311","http://mobile311.sfgov.org/reports/9643886/photos","3","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13378904","01/17/2021 11:22:00 AM","01/17/2021 12:16:00 PM","01/17/2021 12:16:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1615 BROADWAY, SAN FRANCISCO, CA, 94109","BROADWAY","2","Pacific Heights","Pacific Heights","NORTHERN","37,79534864594","-122,4244194072","    (37.79534865, -122.42441941)","POINT (-122.424419407 37.795348646)","Mobile/Open311","http://mobile311.sfgov.org/reports/13378904/photos","2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13475492","02/10/2021 10:28:00 AM","02/18/2021 07:50:02 AM","02/18/2021 07:50:02 AM","Closed","Case Resolved - need to come back on Wednesday - Collection is Tuesdays. nw On Thursday, February 18, 2021 at 7:49 a.m., I inspected the location and did not find bins out. nw","DPW Ops Queue","Litter Receptacles","Toters_left_out_24x7",,"3633 DIVISADERO ST, SAN FRANCISCO, CA, 94123","DIVISADERO ST","2","Marina","Marina","NORTHERN","37,80322265625","-122,44366455078","    (37.80322266, -122.44366455)","POINT (-122.443664551 37.803222656)","Phone",,"2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13427534","01/29/2021 09:03:29 AM","01/30/2021 11:51:59 AM","01/30/2021 11:51:59 AM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Christmas_tree","Christmas_tree","3008 SACRAMENTO ST, SAN FRANCISCO, CA, 94115","SACRAMENTO ST","2","Pacific Heights","Pacific Heights","RICHMOND","37,7887432","-122,4427879","    (37.7887432, -122.4427879)","POINT (-122.4427879 37.7887432)","Mobile/Open311","http://mobile311.sfgov.org/reports/13427534/photos","2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"14482170","10/15/2021 03:51:00 PM","12/17/2021 10:54:30 PM","12/17/2021 10:54:30 PM","Closed","Case Resolved - Maximo Work Order has been completed. Memo:","PUC Sewer Ops","Sewer Issues","Sewage_back_up","Outofsewervent4inch","1531 NOE ST, SAN FRANCISCO, CA, 94131","NOE ST","8","Noe Valley","Noe Valley","INGLESIDE","37,74457168579","-122,43103027344","    (37.74457169, -122.43103027)","POINT (-122.431030273 37.744571686)","Phone",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13403933","01/23/2021 10:33:00 AM","01/23/2021 01:24:36 PM","01/23/2021 01:24:36 PM","Closed","Case Resolved - WASTE NOT FOUND Other;","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","2700 SAN BRUNO AVE, SAN FRANCISCO, CA, 94134","SAN BRUNO AVE","9","Portola","Portola","BAYVIEW","37,72748565674","-122,40370941162","    (37.72748566, -122.40370941)","POINT (-122.403709412 37.727485657)","Phone",,"9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13402708","01/22/2021 10:01:15 PM","01/28/2021 12:00:00 AM","01/28/2021 12:00:00 AM","Closed","Case Resolved","DPW Ops Queue","Illegal Postings","Illegal Postings - Multiple_Postings","Multiple Postings","58 OLIVE ST, SAN FRANCISCO, CA, 94109","OLIVE ST","6","Tenderloin","Tenderloin","TENDERLOIN","37,78466697264","-122,41880707203","    (37.78466697, -122.41880707)","POINT (-122.418807072 37.784666973)","Mobile/Open311","http://mobile311.sfgov.org/reports/13402708/photos","6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13400340","01/22/2021 11:57:00 AM","01/23/2021 01:23:59 PM","01/23/2021 01:23:59 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","1347 CHURCH ST, SAN FRANCISCO, CA, 94114","CHURCH ST","8","Dolores Heights","Noe Valley","MISSION","37,7494430542","-122,4270401001","    (37.74944305, -122.4270401)","POINT (-122.4270401 37.749443054)","Phone",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9651818","10/10/2018 09:30:00 AM","10/12/2018 11:21:31 AM","10/12/2018 11:21:31 AM","Closed","Case Resolved - Maximo Service Request has been resolved","PUC Sewer Ops","Sewer Issues","Sewage_back_up","Outofsewervent4inch","4285 26TH ST, SAN FRANCISCO, CA, 94131","26TH ST","8","Noe Valley","Noe Valley","MISSION","37,74787521362","-122,43551635742","    (37.74787521, -122.43551636)","POINT (-122.435516357 37.747875214)","Phone",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"4322310","12/21/2014 12:17:52 PM","12/23/2014 02:29:26 PM","12/23/2014 02:29:26 PM","Closed","Case Resolved - Replaced liner 12/23.","Recology_Litter","Litter Receptacles","Liner_issues",,"Intersection of HOWARD ST and 11TH ST","HOWARD ST","6","South of Market","Mission","SOUTHERN","37,77309953726","-122,41556100668","    (37.77309954, -122.41556101)","POINT (-122.415561007 37.773099537)","Phone",,"6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"14481099","10/15/2021 12:48:00 PM","10/15/2021 03:29:01 PM","10/15/2021 03:29:01 PM","Closed","Case Resolved - Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","2041 GREEN ST, SAN FRANCISCO, CA, 94123","GREEN ST","2","Pacific Heights","Marina","NORTHERN","37,79641790706","-122,43277146761","    (37.79641791, -122.43277147)","POINT (-122.432771468 37.796417907)","Mobile/Open311","http://mobile311.sfgov.org/reports/14481099/photos","2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13451712","02/04/2021 09:57:00 AM","02/04/2021 02:53:09 PM","02/04/2021 02:53:09 PM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","550 BAY SHORE BLVD, SAN FRANCISCO, CA, 94124","BAY SHORE BLVD","9","Apparel City","Bernal Heights","BAYVIEW","37,73917388916","-122,4072341919","    (37.73917389, -122.40723419)","POINT (-122.407234192 37.739173889)","Phone",,"9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9641467","10/08/2018 08:56:00 AM","10/09/2018 02:18:00 PM","10/09/2018 02:18:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","384 CAPP ST, SAN FRANCISCO, CA, 94110","CAPP ST","9","Mission","Mission","MISSION","37,760607","-122,418507","    (37.760607, -122.418507)","POINT (-122.418507 37.760607)","Mobile/Open311","http://mobile311.sfgov.org/reports/9641467/photos","9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13379569","01/17/2021 02:21:00 PM","01/22/2021 10:05:52 AM","01/22/2021 10:05:52 AM","Closed","Case Resolved - Pickup completed SQUARE CITY CAN DOORS OUT OF STOCK","Recology_Litter","Litter Receptacles","Door_lock_issue",,"Intersection of 2ND ST and MARKET ST","2ND ST","6","Financial District","Financial District/South Beach","CENTRAL","37,78926467896","-122,4013748169","    (37.78926468, -122.40137482)","POINT (-122.401374817 37.789264679)","Phone",,"3","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13404390","01/23/2021 12:32:00 PM","01/23/2021 03:45:42 PM","01/23/2021 03:45:42 PM","Closed","Case Resolved - Pickup completed. Other;","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Furniture","4 DUBLIN ST, SAN FRANCISCO, CA, 94112","DUBLIN ST","11","Excelsior","Excelsior","INGLESIDE","37,71932983398","-122,42597198486","    (37.71932983, -122.42597198)","POINT (-122.425971985 37.719329834)","Phone",,"11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9668152","10/13/2018 04:38:02 PM","10/18/2018 08:33:00 PM","10/18/2018 08:33:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of BONIFACIO ST and TANDANG SORA","BONIFACIO ST","6","South of Market","South of Market","SOUTHERN","37,78182153128","-122,40008225676","    (37.78182153, -122.40008226)","POINT (-122.400082257 37.781821531)","Mobile/Open311","http://mobile311.sfgov.org/reports/9668152/photos","6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9652066","10/10/2018 10:02:00 AM","10/16/2018 10:09:00 AM","10/16/2018 10:09:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1665 BRYANT ST, SAN FRANCISCO, CA, 94103","BRYANT ST","9","Mission","Mission","MISSION","37,76605563242","-122,4106555247","    (37.76605563, -122.41065552)","POINT (-122.410655525 37.766055632)","Mobile/Open311","http://mobile311.sfgov.org/reports/9652066/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"15214302","04/13/2022 06:09:00 PM","04/13/2022 10:15:31 PM","04/13/2022 10:15:31 PM","Closed","Case is a Duplicate - Request is a duplicate and has been previously reported as 15209055","DPW Ops Queue","General Request - PUBLIC WORKS","request_for_service","bsm - request_for_service","445 HAMPSHIRE ST, SAN FRANCISCO, CA, 94110","HAMPSHIRE ST","9","Mission","Mission","MISSION","37,7640439091","-122,40829979273","    (37.76404391, -122.40829979)","POINT (-122.408299793 37.764043909)","Mobile/Open311","http://mobile311.sfgov.org/reports/15214302/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9700345","10/21/2018 09:32:00 AM","10/21/2018 10:22:00 AM","10/21/2018 10:22:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of CLARION ALY and VALENCIA ST","CLARION ALY","9","Mission","Mission","MISSION","37,76291656494","-122,42169189453","    (37.76291656, -122.42169189)","POINT (-122.421691895 37.762916565)","Phone",,"9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13416434","01/26/2021 02:06:00 PM","02/11/2021 02:24:00 PM","02/11/2021 02:24:00 PM","Closed","- SW31 : 180","DPW Ops Queue","Street Defects","Pavement_Defect","Pavement_Defect","508 TOWNSEND ST, SAN FRANCISCO, CA, 94103","TOWNSEND ST","6","South of Market","South of Market","SOUTHERN","37,77339542","-122,39969987","    (37.77339542, -122.39969987)","POINT (-122.39969987 37.77339542)","Mobile/Open311",,"6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9652856","10/10/2018 11:52:00 AM","10/11/2018 01:12:00 PM","10/11/2018 01:12:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","2393 ALEMANY BLVD, SAN FRANCISCO, CA, 94112","ALEMANY BLVD","11","Cayuga","Outer Mission","INGLESIDE","37,71602709323","-122,44429384959","    (37.71602709, -122.44429385)","POINT (-122.44429385 37.716027093)","Mobile/Open311","http://mobile311.sfgov.org/reports/9652856/photos","11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9646115","10/09/2018 08:33:00 AM","10/09/2018 10:45:00 AM","10/09/2018 10:45:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","3143 23RD ST, SAN FRANCISCO, CA, 94110","23RD ST","9","Mission","Mission","MISSION","37,7539061809","-122,41503353552","    (37.75390618, -122.41503354)","POINT (-122.415033536 37.753906181)","Mobile/Open311","http://mobile311.sfgov.org/reports/9646115/photos","9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9675335","10/15/2018 02:14:00 PM","10/18/2018 12:01:43 PM","10/18/2018 12:01:43 PM","Closed","Case Resolved - Since StreetTreeSF went into effect on July 1, 2017, we have been working on the worst first. The pruning of the most problematic street trees is prioritized based on safety considerations, to correct structural flaws and to gain necessary clearances for overhead wires, traffic signs and signals, adjacent buildings and traffic flow. Trees that do not pose safety concerns also continue to be pruned by tree crews. You can find out when nearby street trees will be pruned by visiting www.sfpublicwor","DPW Ops Queue","Tree Maintenance","Trees - Overgrown_Tree","Blocking_sidewalk","2438 21ST AVE, SAN FRANCISCO, CA, 94116","21ST AVE","4","Parkside","Sunset/Parkside","TARAVAL","37,74216461182","-122,47761535645","    (37.74216461, -122.47761536)","POINT (-122.477615356 37.742164612)","Phone",,"4","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9654824","10/10/2018 05:10:00 PM","10/18/2018 11:39:00 AM","10/18/2018 11:39:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","Human or Animal Waste","Human or Animal Waste","Intersection of MISSION ST and 7TH ST","MISSION ST","6","South of Market","South of Market","SOUTHERN","37,77921295166","-122,41093444824","    (37.77921295, -122.41093445)","POINT (-122.410934448 37.779212952)","Twitter","https://t.co/J8HzrGW5ud","6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13462522","02/07/2021 07:48:00 AM","02/07/2021 08:32:00 AM","02/07/2021 08:32:00 AM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","2621 24TH ST, SAN FRANCISCO, CA, 94110","24TH ST","10","Potrero Hill","Mission","MISSION","37,75287242","-122,405762","    (37.75287242, -122.405762)","POINT (-122.405762 37.75287242)","Mobile/Open311","http://mobile311.sfgov.org/reports/13462522/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13381194","01/18/2021 08:27:00 AM","01/18/2021 10:20:26 PM","01/18/2021 10:20:26 PM","Closed","Case is a Duplicate - Request is a duplicate and has been previously reported as 13381194","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","509 OFARRELL ST, SAN FRANCISCO, CA, 94102","OFARRELL ST","5","Tenderloin","Tenderloin","TENDERLOIN","37,78554347347","-122,41295753058","    (37.78554347, -122.41295753)","POINT (-122.412957531 37.785543473)","Mobile/Open311","http://mobile311.sfgov.org/reports/13381194/photos","6","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"15199588","04/10/2022 09:31:00 AM","04/10/2022 02:05:48 PM","04/10/2022 02:05:48 PM","Closed","Case Resolved - DUPLICATE SERVICE REQUEST","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Boxed or Bagged Items","1 PETER YORKE WAY, SAN FRANCISCO, CA, 94109","PETER YORKE WAY","2","Cathedral Hill","Western Addition","NORTHERN","37,78586911041","-122,42381678906","    (37.78586911, -122.42381679)","POINT (-122.423816789 37.78586911)","Mobile/Open311","http://mobile311.sfgov.org/reports/15199588/photos","2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13463060","02/07/2021 10:44:00 AM","02/07/2021 08:15:00 PM","02/07/2021 08:15:00 PM","Closed","Case is a Duplicate","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","Intersection of SANCHEZ ST and END (600 BLOCK OF)","SANCHEZ ST","8","Dolores Heights","Castro/Upper Market","MISSION","37,75937901","-122,43048593","    (37.75937901, -122.43048593)","POINT (-122.43048593 37.75937901)","Mobile/Open311",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9685840","10/17/2018 03:14:00 PM","10/19/2018 07:55:08 AM","10/19/2018 07:55:08 AM","Closed","Case Resolved - 10/18/18 graffiti located on wood piece near metal tree grate transfer to BSES.kj","DPW Ops Queue","Graffiti","Graffiti on Sidewalk_in_front_of_property","Sidewalk_in_front_of_property - Not_Offensive","2558 MISSION ST, SAN FRANCISCO, CA, 94110","MISSION ST","9","Mission","Mission","MISSION","37,75602722168","-122,41938781738","    (37.75602722, -122.41938782)","POINT (-122.419387817 37.756027222)","Phone",,"9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13402819","01/22/2021 10:38:00 PM","01/23/2021 10:30:37 PM","01/23/2021 10:30:37 PM","Closed","Case is a Duplicate - Request is a duplicate and has been previously reported as 13402089","DPW Ops Queue","Illegal Postings","Illegal Postings - Multiple_Postings","Multiple Postings","1550 TURK ST, SAN FRANCISCO, CA, 94115","TURK ST","5","Western Addition","Western Addition","NORTHERN","37,780205","-122,4347","    (37.780205, -122.4347)","POINT (-122.4347 37.780205)","Mobile/Open311","http://mobile311.sfgov.org/reports/13402819/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9692265","10/19/2018 06:08:37 AM","10/19/2018 09:07:00 AM","10/19/2018 09:07:00 AM","Closed","Case Resolved - 1st pads driver is work on route and city can will be serviced shortly today. Rte 231","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","1675 PACIFIC AVE, SAN FRANCISCO, CA, 94109","PACIFIC AVE","3","Polk Gulch","Russian Hill","NORTHERN","37,79477972731","-122,42285215894","    (37.79477973, -122.42285216)","POINT (-122.422852159 37.794779727)","Mobile/Open311","http://mobile311.sfgov.org/reports/9692265/photos","3","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13406909","01/24/2021 10:20:00 AM","01/24/2021 10:44:40 AM","01/24/2021 10:44:40 AM","Closed","Case Resolved - Officer responded to request under CAD # 210241010. Citation was issued.","Parking Enforcement Dispatch Queue","Parking Enforcement","Parking_on_Sidewalk","white - lexus - 5vfd325","355 COLERIDGE ST, SAN FRANCISCO, CA, 94110","COLERIDGE ST","9","Bernal Heights","Bernal Heights","INGLESIDE","37,74101662","-122,4212981","    (37.74101662, -122.4212981)","POINT (-122.4212981 37.74101662)","Phone",,"9","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9657845","10/11/2018 11:24:00 AM","10/12/2018 02:10:00 PM","10/12/2018 02:10:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1919 PALOU AVE, SAN FRANCISCO, CA, 94124","PALOU AVE","10","Silver Terrace","Bayview Hunters Point","BAYVIEW","37,73741425019","-122,39709997561","    (37.73741425, -122.39709998)","POINT (-122.397099976 37.73741425)","Mobile/Open311","http://mobile311.sfgov.org/reports/9657845/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13458950","02/05/2021 09:52:00 PM","02/08/2021 02:04:36 PM","02/08/2021 02:04:36 PM","Closed","Case Resolved","DPW Ops Queue","Illegal Postings","Illegal Postings - Affixed_Improperly","Affixed Improperly","2103 VAN NESS AVE, SAN FRANCISCO, CA, 94109","VAN NESS AVE","2","Pacific Heights","Pacific Heights","NORTHERN","37,79498333","-122,4234","    (37.79498333, -122.4234)","POINT (-122.4234 37.79498333)","Mobile/Open311","http://mobile311.sfgov.org/reports/13458950/photos","2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9690719","10/18/2018 03:28:03 PM","10/18/2018 09:29:00 PM","10/18/2018 09:29:00 PM","Closed","Case Resolved - Serviced","Recology_Overflowing","Street and Sidewalk Cleaning","City_garbage_can_overflowing","City_garbage_can_overflowing","500 GENEVA AVE, SAN FRANCISCO, CA, 94112","GENEVA AVE","11","Cayuga","Outer Mission","INGLESIDE","37,72055797204","-122,4468896614","    (37.72055797, -122.44688966)","POINT (-122.446889661 37.720557972)","Mobile/Open311",,"11","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13388501","01/19/2021 03:25:00 PM","01/20/2021 06:55:00 AM","01/20/2021 06:55:00 AM","Closed","Accepted - Information was given to the officer for enforcement","SFMTA - Parking Enforcement - G","Parking Enforcement","Other_Illegal_Parking","BLACK - HONDA ODYSSEY - 5ZSJ723","502 14TH ST, SAN FRANCISCO, CA, 94103","14TH ST","8","Mission Dolores","Mission","MISSION","37,76813902","-122,4247023","    (37.76813902, -122.4247023)","POINT (-122.4247023 37.76813902)","Phone",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13438118","02/01/2021 09:31:31 AM","02/01/2021 02:54:15 PM","02/01/2021 02:54:15 PM","Closed","Case Resolved - WASTE NOT FOUND","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Refrigerator","Intersection of OAK ST and SHRADER ST","OAK ST","5","Panhandle","Haight Ashbury","PARK","37,77122879028","-122,45223999023","    (37.77122879, -122.45223999)","POINT (-122.45223999 37.77122879)","Integrated Agency",,"5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13380580","01/17/2021 08:37:00 PM","01/28/2021 04:33:54 PM","01/28/2021 04:33:54 PM","Closed","Case Resolved - Investigation completed","Muni Feedback Received Queue","Muni Employee Feedback","Muni - Complaint_Pass_Ups_Denial_Inattention","Waiting_At_Stop","Intersection of CHURCH ST and MARKET ST","CHURCH ST","8","Duboce Triangle","Castro/Upper Market","MISSION","37,76750438899","-122,42894869198","    (37.76750439, -122.42894869)","POINT (-122.428948692 37.767504389)","Phone",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13389314","01/19/2021 05:40:27 PM","01/26/2021 11:01:51 AM","01/26/2021 11:01:51 AM","Closed","Case Resolved","DPW Ops Queue","Illegal Postings","Illegal Postings - Posted_on_Traffic_Light","Posted on Traffic Light","Intersection of GREEN ST and WEBSTER ST","GREEN ST","2","Union Street","Marina","NORTHERN","37,79636667","-122,433625","    (37.79636667, -122.433625)","POINT (-122.433625 37.79636667)","Mobile/Open311","http://mobile311.sfgov.org/reports/13389314/photos","2","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9662367","10/12/2018 10:00:21 AM","10/18/2018 12:17:00 PM","10/18/2018 12:17:00 PM","Closed","Case Resolved - sfpd responded to request and no encampment or people.","HSOC Queue","Encampments","Encampment Reports","Encampment Cleanup","Intersection of AMETHYST WAY and END (000 BLOCK OF)","AMETHYST WAY","8","Glen Park","Glen Park","INGLESIDE","37,74588905478","-122,44739727197","    (37.74588905, -122.44739727)","POINT (-122.447397272 37.745889055)","Web",,"8","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"9671535","10/14/2018 06:16:00 PM","10/21/2018 03:09:00 PM","10/21/2018 03:09:00 PM","Closed","Case Resolved","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","1400 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110","SAN BRUNO AVE","9","Potrero Hill","Mission","MISSION","37,751653","-122,404324","    (37.751653, -122.404324)","POINT (-122.404324 37.751653)","Mobile/Open311","http://mobile311.sfgov.org/reports/9671535/photos","10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13376759","01/16/2021 01:30:00 PM","02/01/2021 02:55:00 PM","02/01/2021 02:55:00 PM","Closed","Insufficient Information","DPW Ops Queue","Street Defects","Pavement_Defect","Pavement_Defect","Intersection of HWY 101 S ON RAMP and HWY 101 SOUTHBOUND","HWY 101 S ON RAMP","9","Portola","Portola","BAYVIEW","37,72659549677","-122,40248455596","    (37.7265955, -122.40248456)","POINT (-122.402484556 37.726595497)","Mobile/Open311",,"10","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
"13454642","02/04/2021 08:11:00 PM","02/07/2021 10:12:23 AM","02/07/2021 10:12:23 AM","Closed","Case Resolved - 2/7/21 Inspected property for graffiti owner abated before notice. lz","DPW Ops Queue","Graffiti","Graffiti on Building_commercial","Building_commercial - Not_Offensive","1545 GEARY BLVD, SAN FRANCISCO, CA, 94115","GEARY BLVD","5","Japantown","Japantown","NORTHERN","37,78499336483","-122,42868029057","    (37.78499336, -122.42868029)","POINT (-122.428680291 37.784993365)","Mobile/Open311","http://mobile311.sfgov.org/reports/13454642/photos","5","2024/02/20 10:35:55 AM","2024/09/11 05:09:50 PM"
